CLIENTE;EMISSAO;DT.SAIDA;C.E.P.;UF;CEP.ENTR.;UFE
85905-8;27/03/2024;27/03/2024;35502-023;MG;04569-003;SP
85907-4;15/03/2024;15/03/2024;11015-080;SP;11015-080;SP
85907-4;03/01/2024;03/01/2024;11015-080;SP;11015-080;SP
85907-4;18/01/2024;18/01/2024;11015-080;SP;11015-080;SP
85907-4;15/02/2024;15/02/2024;11015-080;SP;11015-080;SP
85907-4;23/02/2024;23/02/2024;11015-080;SP;11015-080;SP
85907-4;28/02/2024;28/02/2024;11015-080;SP;11015-080;SP
85907-4;05/03/2024;05/03/2024;11015-080;SP;11015-080;SP
85907-4;13/03/2024;13/03/2024;11015-080;SP;11015-080;SP
85907-4;28/03/2024;28/03/2024;11015-080;SP;11015-080;SP
85908-2;03/01/2024;03/01/2024;13840-050;SP;13840-050;SP
85908-2;05/03/2024;05/03/2024;13840-050;SP;13840-050;SP
85910-8;04/01/2024;04/01/2024;09110-120;SP;09110-120;SP
85914-0;26/01/2024;26/01/2024;08676-250;SP;08676-250;SP
85921-5;16/01/2024;16/01/2024;05050-060;SP;05050-060;SP
85921-5;27/03/2024;27/03/2024;05050-060;SP;05050-060;SP
85922-3;10/01/2024;10/01/2024;13478-580;SP;13478-580;SP
85922-3;24/01/2024;24/01/2024;13478-580;SP;13478-580;SP
85922-3;06/03/2024;06/03/2024;13478-580;SP;13478-580;SP
85923-1;10/01/2024;10/01/2024;13478-580;SP;13478-580;SP
85923-1;28/02/2024;28/02/2024;13478-580;SP;13478-580;SP
85925-6;06/03/2024;06/03/2024;13456-625;SP;13456-625;SP
85932-2;21/03/2024;21/03/2024;04710-220;SP;04710-220;SP
85934-8;16/01/2024;16/01/2024;18270-340;SP;18030-000;SP
85937-1;18/01/2024;18/01/2024;12245-200;SP;12245-200;SP
85938-9;17/01/2024;17/01/2024;02467-010;SP;02467-010;SP
85940-5;23/01/2024;23/01/2024;01506-000;SP;01506-020;SP
85940-5;22/02/2024;22/02/2024;01506-000;SP;01506-020;SP
85940-5;07/03/2024;07/03/2024;01506-000;SP;01506-020;SP
85940-5;01/04/2024;01/04/2024;01506-000;SP;01506-020;SP
85946-2;18/01/2024;18/01/2024;13415-000;SP;13415-000;SP
85949-6;31/01/2024;31/01/2024;02085-100;SP;02085-100;SP
85949-6;22/01/2024;22/01/2024;02085-100;SP;02085-100;SP
85949-6;29/01/2024;29/01/2024;02085-100;SP;02085-100;SP
85949-6;30/01/2024;30/01/2024;02085-100;SP;02085-100;SP
85949-6;13/02/2024;13/02/2024;02085-100;SP;02085-100;SP
85951-2;22/01/2024;22/01/2024;02117-021;SP;02117-021;SP
85954-6;25/01/2024;25/01/2024;09812-000;SP;09812-000;SP
85954-6;27/02/2024;27/02/2024;09812-000;SP;09812-000;SP
85957-9;01/03/2024;01/03/2024;08630-000;SP;08630-000;SP
85957-9;28/03/2024;28/03/2024;08630-000;SP;08630-000;SP
85959-5;08/03/2024;08/03/2024;01310-901;SP;01310-901;SP
85959-5;13/03/2024;13/03/2024;01310-901;SP;01310-901;SP
85959-5;22/03/2024;22/03/2024;01310-901;SP;01310-901;SP
85960-3;02/02/2024;02/02/2024;06709-015;SP;06709-015;SP
85960-3;26/03/2024;26/03/2024;06709-015;SP;06709-015;SP
85962-9;29/01/2024;29/01/2024;01229-010;SP;01229-010;SP
85963-7;26/01/2024;26/01/2024;09780-250;SP;09780-250;SP
85966-0;31/01/2024;31/01/2024;04511-011;SP;04511-011;SP
85967-8;31/01/2024;31/01/2024;05652-000;SP;05652-000;SP
85967-8;29/02/2024;29/02/2024;05652-000;SP;05652-000;SP
85972-8;29/01/2024;29/01/2024;18035-610;SP;18035-610;SP
85972-8;01/04/2024;01/04/2024;18035-610;SP;18035-610;SP
85974-4;05/02/2024;05/02/2024;08290-000;SP;08290-000;SP
85976-9;14/02/2024;14/02/2024;11633-036;SP;05316-900;SP
85976-9;09/02/2024;09/02/2024;11633-036;SP;05316-900;SP
85977-7;09/02/2024;09/02/2024;04794-000;SP;04794-000;SP
85984-3;13/02/2024;13/02/2024;07144-000;SP;07144-000;SP
85985-0;22/02/2024;22/02/2024;13471-200;SP;13471-200;SP
85985-0;20/03/2024;20/03/2024;13471-200;SP;13471-200;SP
85989-2;07/02/2024;07/02/2024;03660-050;SP;03660-050;SP
85991-8;09/02/2024;09/02/2024;01503-020;SP;01506-020;SP
85991-8;15/02/2024;15/02/2024;01503-020;SP;01506-020;SP
85991-8;22/03/2024;22/03/2024;01503-020;SP;01506-020;SP
85991-8;27/03/2024;27/03/2024;01503-020;SP;01506-020;SP
85991-8;01/04/2024;01/04/2024;01503-020;SP;01506-020;SP
86001-5;26/02/2024;26/02/2024;12235-050;SP;12235-050;SP
86002-3;04/03/2024;04/03/2024;18611-348;SP;18611-348;SP
86005-6;08/03/2024;08/03/2024;01123-050;SP;01123-050;SP
86005-6;23/02/2024;23/02/2024;01123-050;SP;01123-050;SP
86005-6;26/02/2024;26/02/2024;01123-050;SP;01123-050;SP
86005-6;06/03/2024;06/03/2024;01123-050;SP;01123-050;SP
86005-6;07/03/2024;07/03/2024;01123-050;SP;01123-050;SP
86005-6;25/03/2024;25/03/2024;01123-050;SP;01123-050;SP
86006-4;21/02/2024;21/02/2024;04542-060;SP;04542-060;SP
86008-0;20/02/2024;20/02/2024;08673-000;SP;08673-000;SP
86008-0;08/03/2024;08/03/2024;08673-000;SP;08673-000;SP
86017-1;26/02/2024;26/02/2024;07115-080;SP;07115-080;SP
86021-3;01/03/2024;01/03/2024;18607-740;SP;18607-740;SP
86021-3;01/04/2024;01/04/2024;18607-740;SP;18607-740;SP
86025-4;08/03/2024;08/03/2024;17690-000;SP;17690-000;SP
86028-8;29/02/2024;29/02/2024;13560-210;SP;13560-210;SP
86029-6;23/02/2024;23/02/2024;08041-090;SP;08041-090;SP
86033-8;07/03/2024;07/03/2024;04260-020;SP;04260-020;SP
86034-6;27/02/2024;27/02/2024;01327-001;SP;01327-001;SP
86034-6;13/03/2024;13/03/2024;01327-001;SP;01327-001;SP
86041-1;01/03/2024;01/03/2024;08750-500;SP;08750-500;SP
86041-1;15/03/2024;15/03/2024;08750-500;SP;08750-500;SP
86044-5;01/03/2024;01/03/2024;08775-310;SP;08775-310;SP
86045-2;19/03/2024;19/03/2024;05318-000;SP;05318-000;SP
86047-8;06/03/2024;06/03/2024;13465-023;SP;13465-023;SP
86048-6;05/03/2024;05/03/2024;08674-175;SP;08674-175;SP
86048-6;22/03/2024;22/03/2024;08674-175;SP;08674-175;SP
86048-6;22/03/2024;22/03/2024;08674-175;SP;08674-175;SP
86050-2;06/03/2024;06/03/2024;01510-000;SP;01510-000;SP
86052-8;13/03/2024;13/03/2024;13910-070;SP;13910-070;SP
86059-3;01/04/2024;01/04/2024;08275-000;SP;08275-000;SP
86062-7;12/03/2024;12/03/2024;04302-000;SP;04302-000;SP
86067-6;08/03/2024;08/03/2024;05414-001;SP;05414-001;SP
86067-6;19/03/2024;19/03/2024;05414-001;SP;05414-001;SP
86070-0;25/03/2024;25/03/2024;01232-000;SP;01232-000;SP
86071-8;12/03/2024;12/03/2024;03121-010;SP;03121-010;SP
86072-6;13/03/2024;13/03/2024;18130-350;SP;18130-350;SP
86073-4;14/03/2024;14/03/2024;03114-000;SP;03114-000;SP
86074-2;12/03/2024;12/03/2024;04772-003;SP;04772-003;SP
86077-5;20/03/2024;20/03/2024;05434-000;SP;05434-000;SP
86079-1;15/03/2024;15/03/2024;04549-020;SP;04549-020;SP
86084-1;27/03/2024;27/03/2024;08780-090;SP;08780-090;SP
86086-6;22/03/2024;22/03/2024;08780-290;SP;08780-290;SP
86090-8;27/03/2024;27/03/2024;01507-000;SP;01507-000;SP
86094-0;25/03/2024;25/03/2024;12030-212;SP;12030-212;SP
86095-7;21/03/2024;21/03/2024;04018-000;SP;04018-000;SP
86102-1;26/03/2024;26/03/2024;01308-040;SP;01308-040;SP
86106-2;28/03/2024;28/03/2024;06276-000;SP;06276-000;SP
86107-0;28/03/2024;28/03/2024;03634-900;SP;03634-900;SP
86109-6;27/03/2024;27/03/2024;04009-020;SP;04009-020;SP
86112-0;28/03/2024;28/03/2024;05145-907;SP;05145-907;SP
